YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WSC,Region,datetime
2023,4,22,0,8.48,9.16,8.6,MIDW,2023-04-22 00:00:00
2023,4,22,1,0.0,7.4,9.23,MIDW,2023-04-22 01:00:00
2023,4,22,2,0.0,6.23,8.87,MIDW,2023-04-22 02:00:00
2023,4,22,3,0.0,4.77,7.61,MIDW,2023-04-22 03:00:00
2023,4,22,4,0.0,3.75,6.9,MIDW,2023-04-22 04:00:00
2023,4,22,5,0.0,3.37,5.92,MIDW,2023-04-22 05:00:00
2023,4,22,6,0.0,3.04,6.08,MIDW,2023-04-22 06:00:00
2023,4,22,7,0.0,2.13,5.37,MIDW,2023-04-22 07:00:00
2023,4,22,8,0.0,1.52,4.63,MIDW,2023-04-22 08:00:00
2023,4,22,9,0.0,1.1,4.76,MIDW,2023-04-22 09:00:00
2023,4,22,10,0.0,0.66,5.37,MIDW,2023-04-22 10:00:00
2023,4,22,11,37.58,1.71,5.72,MIDW,2023-04-22 11:00:00
2023,4,22,12,114.15,3.12,5.19,MIDW,2023-04-22 12:00:00
2023,4,22,13,211.75,4.33,5.83,MIDW,2023-04-22 13:00:00
2023,4,22,14,254.73,4.52,6.3,MIDW,2023-04-22 14:00:00
2023,4,22,15,474.88,4.5,6.98,MIDW,2023-04-22 15:00:00
2023,4,22,16,513.88,4.5,7.69,MIDW,2023-04-22 16:00:00
2023,4,22,17,491.08,5.16,8.11,MIDW,2023-04-22 17:00:00
2023,4,22,18,449.1,5.64,8.44,MIDW,2023-04-22 18:00:00
2023,4,22,19,377.58,5.73,8.62,MIDW,2023-04-22 19:00:00
2023,4,22,20,376.38,5.93,8.77,MIDW,2023-04-22 20:00:00
2023,4,22,21,232.6,5.99,8.75,MIDW,2023-04-22 21:00:00
2023,4,22,22,184.32,5.75,8.53,MIDW,2023-04-22 22:00:00
2023,4,22,23,67.25,5.15,7.84,MIDW,2023-04-22 23:00:00
2023,4,23,0,7.68,3.81,7.26,MIDW,2023-04-23 00:00:00
2023,4,23,1,0.0,2.91,7.34,MIDW,2023-04-23 01:00:00
2023,4,23,2,0.0,2.37,7.2,MIDW,2023-04-23 02:00:00
2023,4,23,3,0.0,2.05,7.81,MIDW,2023-04-23 03:00:00
2023,4,23,4,0.0,1.79,8.25,MIDW,2023-04-23 04:00:00
2023,4,23,5,0.0,1.55,8.42,MIDW,2023-04-23 05:00:00
2023,4,23,6,0.0,1.01,7.93,MIDW,2023-04-23 06:00:00
2023,4,23,7,0.0,0.72,7.9,MIDW,2023-04-23 07:00:00
2023,4,23,8,0.0,0.41,7.62,MIDW,2023-04-23 08:00:00
2023,4,23,9,0.0,-0.02,6.69,MIDW,2023-04-23 09:00:00
2023,4,23,10,0.0,-0.81,6.07,MIDW,2023-04-23 10:00:00
2023,4,23,11,35.83,-0.72,5.63,MIDW,2023-04-23 11:00:00
2023,4,23,12,162.32,1.06,4.93,MIDW,2023-04-23 12:00:00
2023,4,23,13,222.9,3.15,4.44,MIDW,2023-04-23 13:00:00
2023,4,23,14,292.75,4.53,3.85,MIDW,2023-04-23 14:00:00
2023,4,23,15,371.5,5.5,3.51,MIDW,2023-04-23 15:00:00
2023,4,23,16,310.55,6.24,3.44,MIDW,2023-04-23 16:00:00
2023,4,23,17,266.4,6.57,3.65,MIDW,2023-04-23 17:00:00
2023,4,23,18,189.62,7.06,3.87,MIDW,2023-04-23 18:00:00
2023,4,23,19,239.77,7.54,4.15,MIDW,2023-04-23 19:00:00
2023,4,23,20,143.07,7.52,4.55,MIDW,2023-04-23 20:00:00
2023,4,23,21,118.72,7.17,4.93,MIDW,2023-04-23 21:00:00
2023,4,23,22,69.22,6.31,5.17,MIDW,2023-04-23 22:00:00
2023,4,23,23,79.97,5.28,5.2,MIDW,2023-04-23 23:00:00
2023,4,24,0,5.75,3.81,4.99,MIDW,2023-04-24 00:00:00
2023,4,24,1,0.0,2.64,4.93,MIDW,2023-04-24 01:00:00
2023,4,24,2,0.0,1.9,4.81,MIDW,2023-04-24 02:00:00
2023,4,24,3,0.0,1.38,4.66,MIDW,2023-04-24 03:00:00
2023,4,24,4,0.0,0.79,4.52,MIDW,2023-04-24 04:00:00
2023,4,24,5,0.0,0.23,4.47,MIDW,2023-04-24 05:00:00
2023,4,24,6,0.0,-0.32,4.77,MIDW,2023-04-24 06:00:00
2023,4,24,7,0.0,-0.78,5.1,MIDW,2023-04-24 07:00:00
2023,4,24,8,0.0,-1.03,5.24,MIDW,2023-04-24 08:00:00
2023,4,24,9,0.0,-0.7,5.17,MIDW,2023-04-24 09:00:00
2023,4,24,10,0.0,-1.13,5.31,MIDW,2023-04-24 10:00:00
2023,4,24,11,39.88,-0.9,5.58,MIDW,2023-04-24 11:00:00
2023,4,24,12,221.3,1.47,4.66,MIDW,2023-04-24 12:00:00
2023,4,24,13,407.62,4.52,4.58,MIDW,2023-04-24 13:00:00
2023,4,24,14,602.45,6.68,4.49,MIDW,2023-04-24 14:00:00
2023,4,24,15,465.77,7.58,4.58,MIDW,2023-04-24 15:00:00
2023,4,24,16,717.42,8.73,4.88,MIDW,2023-04-24 16:00:00
2023,4,24,17,761.33,10.04,5.34,MIDW,2023-04-24 17:00:00
2023,4,24,18,712.22,10.7,5.79,MIDW,2023-04-24 18:00:00
2023,4,24,19,679.33,11.1,6.0,MIDW,2023-04-24 19:00:00
2023,4,24,20,529.97,11.1,5.84,MIDW,2023-04-24 20:00:00
2023,4,24,21,458.08,10.76,4.89,MIDW,2023-04-24 21:00:00
2023,4,24,22,297.85,10.31,3.41,MIDW,2023-04-24 22:00:00
2023,4,24,23,115.28,9.46,2.1,MIDW,2023-04-24 23:00:00
2023,4,25,0,9.02,7.19,3.41,MIDW,2023-04-25 00:00:00
2023,4,25,1,0.0,6.03,5.07,MIDW,2023-04-25 01:00:00
2023,4,25,2,0.0,5.5,6.0,MIDW,2023-04-25 02:00:00
2023,4,25,3,0.0,5.03,5.73,MIDW,2023-04-25 03:00:00
2023,4,25,4,0.0,4.79,4.73,MIDW,2023-04-25 04:00:00
2023,4,25,5,0.0,4.61,3.65,MIDW,2023-04-25 05:00:00
2023,4,25,6,0.0,4.49,2.79,MIDW,2023-04-25 06:00:00
2023,4,25,7,0.0,4.19,2.47,MIDW,2023-04-25 07:00:00
2023,4,25,8,0.0,3.83,2.62,MIDW,2023-04-25 08:00:00
2023,4,25,9,0.0,3.53,2.96,MIDW,2023-04-25 09:00:00
2023,4,25,10,0.0,3.14,3.97,MIDW,2023-04-25 10:00:00
2023,4,25,11,20.8,2.77,5.14,MIDW,2023-04-25 11:00:00
2023,4,25,12,83.8,2.83,6.0,MIDW,2023-04-25 12:00:00
2023,4,25,13,156.35,3.2,6.67,MIDW,2023-04-25 13:00:00
2023,4,25,14,255.75,4.17,6.87,MIDW,2023-04-25 14:00:00
2023,4,25,15,315.27,5.71,6.38,MIDW,2023-04-25 15:00:00
2023,4,25,16,487.75,6.63,5.88,MIDW,2023-04-25 16:00:00
2023,4,25,17,736.97,7.73,5.71,MIDW,2023-04-25 17:00:00
2023,4,25,18,753.17,8.65,5.66,MIDW,2023-04-25 18:00:00
2023,4,25,19,598.1,9.14,5.61,MIDW,2023-04-25 19:00:00
2023,4,25,20,500.35,9.11,5.7,MIDW,2023-04-25 20:00:00
2023,4,25,21,433.83,8.43,5.86,MIDW,2023-04-25 21:00:00
2023,4,25,22,292.4,7.54,6.1,MIDW,2023-04-25 22:00:00
2023,4,25,23,127.28,6.36,6.23,MIDW,2023-04-25 23:00:00
2023,4,26,0,13.02,4.24,6.1,MIDW,2023-04-26 00:00:00
2023,4,26,1,0.0,2.48,5.93,MIDW,2023-04-26 01:00:00
2023,4,26,2,0.0,1.62,5.4,MIDW,2023-04-26 02:00:00
2023,4,26,3,0.0,0.9,5.04,MIDW,2023-04-26 03:00:00
2023,4,26,4,0.0,0.3,5.04,MIDW,2023-04-26 04:00:00
2023,4,26,5,0.0,-0.21,5.2,MIDW,2023-04-26 05:00:00
2023,4,26,6,0.0,-0.68,5.4,MIDW,2023-04-26 06:00:00
2023,4,26,7,0.0,-1.08,5.68,MIDW,2023-04-26 07:00:00
2023,4,26,8,0.0,-1.39,6.13,MIDW,2023-04-26 08:00:00
2023,4,26,9,0.0,-1.62,6.42,MIDW,2023-04-26 09:00:00
2023,4,26,10,0.0,-1.86,6.36,MIDW,2023-04-26 10:00:00
2023,4,26,11,55.1,-0.87,5.86,MIDW,2023-04-26 11:00:00
2023,4,26,12,233.8,2.94,4.62,MIDW,2023-04-26 12:00:00
2023,4,26,13,438.83,5.43,4.48,MIDW,2023-04-26 13:00:00
2023,4,26,14,628.8,7.09,3.98,MIDW,2023-04-26 14:00:00
2023,4,26,15,781.47,8.47,3.55,MIDW,2023-04-26 15:00:00
2023,4,26,16,889.83,9.68,3.31,MIDW,2023-04-26 16:00:00
2023,4,26,17,922.95,10.59,3.21,MIDW,2023-04-26 17:00:00
2023,4,26,18,934.88,11.2,3.58,MIDW,2023-04-26 18:00:00
2023,4,26,19,851.97,11.5,3.71,MIDW,2023-04-26 19:00:00
2023,4,26,20,729.4,11.51,3.23,MIDW,2023-04-26 20:00:00
2023,4,26,21,541.7,11.24,2.63,MIDW,2023-04-26 21:00:00
2023,4,26,22,345.4,10.58,2.65,MIDW,2023-04-26 22:00:00
2023,4,26,23,150.95,9.25,3.57,MIDW,2023-04-26 23:00:00
2023,4,27,0,14.82,6.05,5.97,MIDW,2023-04-27 00:00:00
2023,4,27,1,0.0,3.72,7.11,MIDW,2023-04-27 01:00:00
2023,4,27,2,0.0,2.52,6.77,MIDW,2023-04-27 02:00:00
2023,4,27,3,0.0,1.63,6.22,MIDW,2023-04-27 03:00:00
2023,4,27,4,0.0,1.03,5.63,MIDW,2023-04-27 04:00:00
2023,4,27,5,0.0,0.67,5.58,MIDW,2023-04-27 05:00:00
2023,4,27,6,0.0,0.37,5.65,MIDW,2023-04-27 06:00:00
2023,4,27,7,0.0,0.1,5.82,MIDW,2023-04-27 07:00:00
2023,4,27,8,0.0,-0.16,6.06,MIDW,2023-04-27 08:00:00
2023,4,27,9,0.0,-0.38,6.44,MIDW,2023-04-27 09:00:00
2023,4,27,10,0.0,-0.6,6.7,MIDW,2023-04-27 10:00:00
2023,4,27,11,54.3,0.4,6.55,MIDW,2023-04-27 11:00:00
2023,4,27,12,238.02,3.43,5.28,MIDW,2023-04-27 12:00:00
2023,4,27,13,445.95,6.44,4.76,MIDW,2023-04-27 13:00:00
2023,4,27,14,633.15,10.86,7.09,MIDW,2023-04-27 14:00:00
2023,4,27,15,755.55,13.23,6.49,MIDW,2023-04-27 15:00:00
2023,4,27,16,851.4,14.95,5.73,MIDW,2023-04-27 16:00:00
2023,4,27,17,901.53,16.37,5.2,MIDW,2023-04-27 17:00:00
2023,4,27,18,933.05,17.48,4.74,MIDW,2023-04-27 18:00:00
2023,4,27,19,833.55,18.21,4.25,MIDW,2023-04-27 19:00:00
2023,4,27,20,705.95,18.49,3.99,MIDW,2023-04-27 20:00:00
2023,4,27,21,512.95,18.16,4.03,MIDW,2023-04-27 21:00:00
2023,4,27,22,314.33,16.96,4.51,MIDW,2023-04-27 22:00:00
2023,4,27,23,133.05,14.46,5.64,MIDW,2023-04-27 23:00:00
2023,4,28,0,12.45,11.21,7.05,MIDW,2023-04-28 00:00:00
2023,4,28,1,0.0,9.42,7.65,MIDW,2023-04-28 01:00:00
2023,4,28,2,0.0,8.49,7.69,MIDW,2023-04-28 02:00:00
2023,4,28,3,0.0,7.63,7.39,MIDW,2023-04-28 03:00:00
2023,4,28,4,0.0,7.09,6.87,MIDW,2023-04-28 04:00:00
2023,4,28,5,0.0,7.08,6.45,MIDW,2023-04-28 05:00:00
2023,4,28,6,0.0,6.92,6.46,MIDW,2023-04-28 06:00:00
2023,4,28,7,0.0,6.57,6.55,MIDW,2023-04-28 07:00:00
2023,4,28,8,0.0,6.06,6.39,MIDW,2023-04-28 08:00:00
2023,4,28,9,0.0,5.41,5.8,MIDW,2023-04-28 09:00:00
2023,4,28,10,0.0,4.9,5.06,MIDW,2023-04-28 10:00:00
2023,4,28,11,26.38,5.35,4.87,MIDW,2023-04-28 11:00:00
2023,4,28,12,80.7,7.48,4.78,MIDW,2023-04-28 12:00:00
2023,4,28,13,187.62,8.87,4.39,MIDW,2023-04-28 13:00:00
2023,4,28,14,294.9,11.1,4.59,MIDW,2023-04-28 14:00:00
2023,4,28,15,474.6,13.61,5.25,MIDW,2023-04-28 15:00:00
2023,4,28,16,466.62,15.07,5.29,MIDW,2023-04-28 16:00:00
2023,4,28,17,584.15,15.99,5.04,MIDW,2023-04-28 17:00:00
2023,4,28,18,426.2,16.63,4.93,MIDW,2023-04-28 18:00:00
2023,4,28,19,473.35,16.88,5.14,MIDW,2023-04-28 19:00:00
2023,4,28,20,393.67,16.67,5.28,MIDW,2023-04-28 20:00:00
2023,4,28,21,356.52,15.86,5.15,MIDW,2023-04-28 21:00:00
2023,4,28,22,240.02,14.75,4.81,MIDW,2023-04-28 22:00:00
2023,4,28,23,130.82,13.28,4.6,MIDW,2023-04-28 23:00:00
2023,4,29,0,14.7,9.73,4.78,MIDW,2023-04-29 00:00:00
2023,4,29,1,0.0,7.42,4.85,MIDW,2023-04-29 01:00:00
2023,4,29,2,0.0,6.51,4.56,MIDW,2023-04-29 02:00:00
2023,4,29,3,0.0,5.94,4.11,MIDW,2023-04-29 03:00:00
2023,4,29,4,0.0,5.73,3.54,MIDW,2023-04-29 04:00:00
2023,4,29,5,0.0,5.96,2.74,MIDW,2023-04-29 05:00:00
2023,4,29,6,0.0,6.45,1.57,MIDW,2023-04-29 06:00:00
2023,4,29,7,0.0,6.54,1.01,MIDW,2023-04-29 07:00:00
2023,4,29,8,0.0,5.63,2.15,MIDW,2023-04-29 08:00:00
2023,4,29,9,0.0,4.41,3.75,MIDW,2023-04-29 09:00:00
2023,4,29,10,0.0,4.12,5.15,MIDW,2023-04-29 10:00:00
2023,4,29,11,31.17,5.02,6.0,MIDW,2023-04-29 11:00:00
2023,4,29,12,164.2,6.85,5.76,MIDW,2023-04-29 12:00:00
2023,4,29,13,303.75,8.28,4.94,MIDW,2023-04-29 13:00:00
2023,4,29,14,349.62,10.14,5.48,MIDW,2023-04-29 14:00:00
2023,4,29,15,410.42,10.81,6.52,MIDW,2023-04-29 15:00:00
2023,4,29,16,303.12,10.36,7.53,MIDW,2023-04-29 16:00:00
2023,4,29,17,129.77,10.88,8.05,MIDW,2023-04-29 17:00:00
2023,4,29,18,259.6,13.36,8.1,MIDW,2023-04-29 18:00:00
2023,4,29,19,426.95,14.46,8.9,MIDW,2023-04-29 19:00:00
2023,4,29,20,421.33,13.99,10.01,MIDW,2023-04-29 20:00:00
2023,4,29,21,256.38,13.25,10.06,MIDW,2023-04-29 21:00:00
2023,4,29,22,178.57,12.31,9.97,MIDW,2023-04-29 22:00:00
2023,4,29,23,100.03,10.63,9.31,MIDW,2023-04-29 23:00:00
2023,4,30,0,11.57,8.99,8.1,MIDW,2023-04-30 00:00:00
2023,4,30,1,0.0,7.81,7.23,MIDW,2023-04-30 01:00:00
2023,4,30,2,0.0,6.98,7.14,MIDW,2023-04-30 02:00:00
2023,4,30,3,0.0,6.58,7.64,MIDW,2023-04-30 03:00:00
2023,4,30,4,0.0,5.83,7.39,MIDW,2023-04-30 04:00:00
2023,4,30,5,0.0,5.32,7.42,MIDW,2023-04-30 05:00:00
2023,4,30,6,0.0,4.96,7.34,MIDW,2023-04-30 06:00:00
2023,4,30,7,0.0,4.6,7.32,MIDW,2023-04-30 07:00:00
2023,4,30,8,0.0,4.28,7.43,MIDW,2023-04-30 08:00:00
2023,4,30,9,0.0,4.12,7.36,MIDW,2023-04-30 09:00:00
2023,4,30,10,0.0,4.0,7.42,MIDW,2023-04-30 10:00:00
2023,4,30,11,51.78,4.0,7.17,MIDW,2023-04-30 11:00:00
2023,4,30,12,202.0,5.21,8.25,MIDW,2023-04-30 12:00:00
2023,4,30,13,377.35,6.55,9.89,MIDW,2023-04-30 13:00:00
2023,4,30,14,478.62,7.08,10.39,MIDW,2023-04-30 14:00:00
2023,4,30,15,377.38,6.28,10.47,MIDW,2023-04-30 15:00:00
2023,4,30,16,393.98,5.89,10.19,MIDW,2023-04-30 16:00:00
2023,4,30,17,540.05,7.03,9.95,MIDW,2023-04-30 17:00:00
2023,4,30,18,514.92,8.15,10.22,MIDW,2023-04-30 18:00:00
2023,4,30,19,352.55,8.11,10.93,MIDW,2023-04-30 19:00:00
2023,4,30,20,244.75,7.33,11.61,MIDW,2023-04-30 20:00:00
2023,4,30,21,170.15,6.76,11.93,MIDW,2023-04-30 21:00:00
2023,4,30,22,110.72,5.94,11.69,MIDW,2023-04-30 22:00:00
2023,4,30,23,64.03,5.09,10.75,MIDW,2023-04-30 23:00:00
2023,5,1,0,11.73,4.38,9.9,MIDW,2023-05-01 00:00:00
2023,5,1,1,0.0,3.8,10.62,MIDW,2023-05-01 01:00:00
2023,5,1,2,0.0,3.42,11.01,MIDW,2023-05-01 02:00:00
2023,5,1,3,0.0,3.02,11.14,MIDW,2023-05-01 03:00:00
2023,5,1,4,0.0,2.98,10.78,MIDW,2023-05-01 04:00:00
2023,5,1,5,0.0,2.92,10.45,MIDW,2023-05-01 05:00:00
2023,5,1,6,0.0,2.74,10.33,MIDW,2023-05-01 06:00:00
2023,5,1,7,0.0,2.57,10.11,MIDW,2023-05-01 07:00:00
2023,5,1,8,0.0,2.56,10.18,MIDW,2023-05-01 08:00:00
2023,5,1,9,0.0,2.48,10.6,MIDW,2023-05-01 09:00:00
2023,5,1,10,0.0,2.3,10.66,MIDW,2023-05-01 10:00:00
2023,5,1,11,31.15,2.57,10.94,MIDW,2023-05-01 11:00:00
2023,5,1,12,75.57,3.15,11.62,MIDW,2023-05-01 12:00:00
2023,5,1,13,157.98,3.87,13.35,MIDW,2023-05-01 13:00:00
2023,5,1,14,220.65,4.53,15.17,MIDW,2023-05-01 14:00:00
2023,5,1,15,160.45,4.81,15.2,MIDW,2023-05-01 15:00:00
2023,5,1,16,166.12,5.45,14.9,MIDW,2023-05-01 16:00:00
2023,5,1,17,212.4,6.16,14.4,MIDW,2023-05-01 17:00:00
2023,5,1,18,191.7,6.47,13.65,MIDW,2023-05-01 18:00:00
2023,5,1,19,277.1,6.77,12.92,MIDW,2023-05-01 19:00:00
2023,5,1,20,203.9,7.18,12.42,MIDW,2023-05-01 20:00:00
2023,5,1,21,135.52,7.53,12.15,MIDW,2023-05-01 21:00:00
2023,5,1,22,89.97,7.56,12.25,MIDW,2023-05-01 22:00:00
2023,5,1,23,63.17,7.19,12.15,MIDW,2023-05-01 23:00:00
2023,5,2,0,13.82,6.7,12.2,MIDW,2023-05-02 00:00:00
2023,5,2,1,0.0,6.39,12.19,MIDW,2023-05-02 01:00:00
2023,5,2,2,0.0,6.31,12.14,MIDW,2023-05-02 02:00:00
2023,5,2,3,0.0,6.17,12.16,MIDW,2023-05-02 03:00:00
2023,5,2,4,0.0,5.75,12.21,MIDW,2023-05-02 04:00:00
2023,5,2,5,0.0,5.3,11.91,MIDW,2023-05-02 05:00:00
2023,5,2,6,0.0,4.9,11.44,MIDW,2023-05-02 06:00:00
2023,5,2,7,0.0,4.61,11.22,MIDW,2023-05-02 07:00:00
2023,5,2,8,0.0,4.39,11.14,MIDW,2023-05-02 08:00:00
2023,5,2,9,0.0,4.21,11.0,MIDW,2023-05-02 09:00:00
2023,5,2,10,0.0,4.05,10.59,MIDW,2023-05-02 10:00:00
2023,5,2,11,37.53,4.16,10.04,MIDW,2023-05-02 11:00:00
2023,5,2,12,153.73,5.06,9.36,MIDW,2023-05-02 12:00:00
2023,5,2,13,273.73,6.89,10.84,MIDW,2023-05-02 13:00:00
2023,5,2,14,403.15,8.93,11.53,MIDW,2023-05-02 14:00:00
2023,5,2,15,502.3,10.63,11.62,MIDW,2023-05-02 15:00:00
2023,5,2,16,432.48,11.93,11.85,MIDW,2023-05-02 16:00:00
2023,5,2,17,491.4,12.66,12.14,MIDW,2023-05-02 17:00:00
2023,5,2,18,256.05,12.94,12.41,MIDW,2023-05-02 18:00:00
2023,5,2,19,240.27,13.08,12.74,MIDW,2023-05-02 19:00:00
2023,5,2,20,151.57,12.14,13.02,MIDW,2023-05-02 20:00:00
2023,5,2,21,109.65,10.99,12.88,MIDW,2023-05-02 21:00:00
2023,5,2,22,56.62,10.19,12.32,MIDW,2023-05-02 22:00:00
2023,5,2,23,74.97,9.46,11.74,MIDW,2023-05-02 23:00:00
2023,5,3,0,12.93,8.36,11.66,MIDW,2023-05-03 00:00:00
2023,5,3,1,0.0,7.16,11.42,MIDW,2023-05-03 01:00:00
2023,5,3,2,0.0,6.01,11.05,MIDW,2023-05-03 02:00:00
2023,5,3,3,0.0,5.08,10.9,MIDW,2023-05-03 03:00:00
2023,5,3,4,0.0,3.94,10.08,MIDW,2023-05-03 04:00:00
2023,5,3,5,0.0,2.82,9.02,MIDW,2023-05-03 05:00:00
2023,5,3,6,0.0,2.11,8.54,MIDW,2023-05-03 06:00:00
2023,5,3,7,0.0,1.67,8.41,MIDW,2023-05-03 07:00:00
2023,5,3,8,0.0,1.28,8.17,MIDW,2023-05-03 08:00:00
2023,5,3,9,0.0,0.78,7.91,MIDW,2023-05-03 09:00:00
2023,5,3,10,0.0,0.18,7.62,MIDW,2023-05-03 10:00:00
2023,5,3,11,80.97,0.79,6.91,MIDW,2023-05-03 11:00:00
2023,5,3,12,180.3,2.81,5.53,MIDW,2023-05-03 12:00:00
2023,5,3,13,356.6,6.29,6.59,MIDW,2023-05-03 13:00:00
2023,5,3,14,519.1,8.29,6.25,MIDW,2023-05-03 14:00:00
2023,5,3,15,679.12,10.14,5.75,MIDW,2023-05-03 15:00:00
2023,5,3,16,864.35,12.06,5.42,MIDW,2023-05-03 16:00:00
2023,5,3,17,933.95,13.52,4.79,MIDW,2023-05-03 17:00:00
2023,5,3,18,943.45,14.75,4.09,MIDW,2023-05-03 18:00:00
2023,5,3,19,868.08,15.56,3.67,MIDW,2023-05-03 19:00:00
2023,5,3,20,743.22,15.89,3.54,MIDW,2023-05-03 20:00:00
2023,5,3,21,577.05,15.56,3.63,MIDW,2023-05-03 21:00:00
2023,5,3,22,382.98,14.76,3.74,MIDW,2023-05-03 22:00:00
2023,5,3,23,182.6,13.57,3.59,MIDW,2023-05-03 23:00:00
2023,5,4,0,17.6,10.56,3.8,MIDW,2023-05-04 00:00:00
2023,5,4,1,0.0,7.97,4.53,MIDW,2023-05-04 01:00:00
2023,5,4,2,0.0,6.77,4.58,MIDW,2023-05-04 02:00:00
2023,5,4,3,0.0,6.23,3.99,MIDW,2023-05-04 03:00:00
2023,5,4,4,0.0,5.88,3.45,MIDW,2023-05-04 04:00:00
2023,5,4,5,0.0,5.57,3.74,MIDW,2023-05-04 05:00:00
2023,5,4,6,0.0,4.94,4.26,MIDW,2023-05-04 06:00:00
2023,5,4,7,0.0,4.21,4.81,MIDW,2023-05-04 07:00:00
2023,5,4,8,0.0,3.71,5.25,MIDW,2023-05-04 08:00:00
2023,5,4,9,0.0,3.35,5.43,MIDW,2023-05-04 09:00:00
2023,5,4,10,0.0,2.99,5.39,MIDW,2023-05-04 10:00:00
2023,5,4,11,80.8,4.32,5.17,MIDW,2023-05-04 11:00:00
2023,5,4,12,254.73,7.26,4.04,MIDW,2023-05-04 12:00:00
2023,5,4,13,457.15,10.24,3.27,MIDW,2023-05-04 13:00:00
2023,5,4,14,643.05,14.52,3.42,MIDW,2023-05-04 14:00:00
2023,5,4,15,790.4,16.89,3.35,MIDW,2023-05-04 15:00:00
2023,5,4,16,891.15,18.53,3.48,MIDW,2023-05-04 16:00:00
2023,5,4,17,940.33,19.79,3.52,MIDW,2023-05-04 17:00:00
2023,5,4,18,925.38,20.73,3.5,MIDW,2023-05-04 18:00:00
2023,5,4,19,856.9,21.29,3.66,MIDW,2023-05-04 19:00:00
2023,5,4,20,733.33,21.51,3.98,MIDW,2023-05-04 20:00:00
2023,5,4,21,569.15,21.33,4.4,MIDW,2023-05-04 21:00:00
2023,5,4,22,335.45,20.69,4.85,MIDW,2023-05-04 22:00:00
2023,5,4,23,140.18,18.89,5.46,MIDW,2023-05-04 23:00:00
2023,5,5,0,16.17,14.95,7.28,MIDW,2023-05-05 00:00:00
2023,5,5,1,0.0,12.87,9.19,MIDW,2023-05-05 01:00:00
2023,5,5,2,0.0,12.41,10.45,MIDW,2023-05-05 02:00:00
2023,5,5,3,0.0,11.88,10.85,MIDW,2023-05-05 03:00:00
2023,5,5,4,0.0,11.18,10.81,MIDW,2023-05-05 04:00:00
2023,5,5,5,0.0,10.54,10.75,MIDW,2023-05-05 05:00:00
2023,5,5,6,0.0,10.01,10.71,MIDW,2023-05-05 06:00:00
2023,5,5,7,0.0,9.59,10.69,MIDW,2023-05-05 07:00:00
2023,5,5,8,0.0,9.29,10.55,MIDW,2023-05-05 08:00:00
2023,5,5,9,0.0,9.04,9.81,MIDW,2023-05-05 09:00:00
2023,5,5,10,0.0,8.51,8.41,MIDW,2023-05-05 10:00:00
2023,5,5,11,84.22,9.06,7.49,MIDW,2023-05-05 11:00:00
2023,5,5,12,254.98,11.07,6.24,MIDW,2023-05-05 12:00:00
2023,5,5,13,450.85,14.2,6.24,MIDW,2023-05-05 13:00:00
2023,5,5,14,630.17,17.86,8.4,MIDW,2023-05-05 14:00:00
2023,5,5,15,775.1,20.3,9.67,MIDW,2023-05-05 15:00:00
2023,5,5,16,858.8,21.67,10.45,MIDW,2023-05-05 16:00:00
2023,5,5,17,910.67,22.58,10.97,MIDW,2023-05-05 17:00:00
2023,5,5,18,899.05,23.23,10.77,MIDW,2023-05-05 18:00:00
2023,5,5,19,781.22,23.72,10.0,MIDW,2023-05-05 19:00:00
2023,5,5,20,582.67,23.67,8.97,MIDW,2023-05-05 20:00:00
2023,5,5,21,394.2,23.47,8.21,MIDW,2023-05-05 21:00:00
2023,5,5,22,263.12,22.5,7.98,MIDW,2023-05-05 22:00:00
2023,5,5,23,94.82,20.47,8.4,MIDW,2023-05-05 23:00:00
2023,5,6,0,17.88,17.92,9.56,MIDW,2023-05-06 00:00:00
2023,5,6,1,0.0,16.63,10.38,MIDW,2023-05-06 01:00:00
2023,5,6,2,0.0,16.08,10.43,MIDW,2023-05-06 02:00:00
2023,5,6,3,0.0,15.49,10.29,MIDW,2023-05-06 03:00:00
2023,5,6,4,0.0,15.04,10.19,MIDW,2023-05-06 04:00:00
2023,5,6,5,0.0,14.63,9.63,MIDW,2023-05-06 05:00:00
2023,5,6,6,0.0,14.3,8.64,MIDW,2023-05-06 06:00:00
2023,5,6,7,0.0,13.72,7.23,MIDW,2023-05-06 07:00:00
2023,5,6,8,0.0,12.95,5.89,MIDW,2023-05-06 08:00:00
2023,5,6,9,0.0,12.61,5.34,MIDW,2023-05-06 09:00:00
2023,5,6,10,0.0,12.43,4.7,MIDW,2023-05-06 10:00:00
2023,5,6,11,50.35,13.0,5.55,MIDW,2023-05-06 11:00:00
2023,5,6,12,101.3,14.13,6.79,MIDW,2023-05-06 12:00:00
2023,5,6,13,143.23,14.7,7.47,MIDW,2023-05-06 13:00:00
2023,5,6,14,177.07,15.53,8.47,MIDW,2023-05-06 14:00:00
2023,5,6,15,160.55,17.06,9.08,MIDW,2023-05-06 15:00:00
2023,5,6,16,276.52,19.58,9.63,MIDW,2023-05-06 16:00:00
2023,5,6,17,484.38,21.12,9.45,MIDW,2023-05-06 17:00:00
2023,5,6,18,503.9,21.65,9.05,MIDW,2023-05-06 18:00:00
2023,5,6,19,615.88,21.99,8.93,MIDW,2023-05-06 19:00:00
2023,5,6,20,606.65,22.09,8.94,MIDW,2023-05-06 20:00:00
